date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-01-30,Panama,Jamaica,3,2,FIFA World Cup qualification,Panama City,Panama,FALSE
2022-01-30,Senegal,Equatorial Guinea,3,1,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-02-01,Argentina,Colombia,1,0,FIFA World Cup qualification,Córdoba,Argentina,FALSE
2022-02-01,Bahrain,DR Congo,1,0,Friendly,Riffa,Bahrain,FALSE
2022-02-01,Brazil,Paraguay,4,0,FIFA World Cup qualification,Belo Horizonte,Brazil,FALSE
2022-02-01,Iran,United Arab Emirates,1,0,FIFA World Cup qualification,Tehran,Iran,FALSE
2022-02-01,Japan,Saudi Arabia,2,0,FIFA World Cup qualification,Saitama,Japan,FALSE
2022-02-01,Lebanon,Iraq,1,1,FIFA World Cup qualification,Sidon,Lebanon,FALSE
2022-02-01,Oman,Australia,2,2,FIFA World Cup qualification,Muscat,Oman,FALSE
2022-02-01,Peru,Ecuador,1,1,FIFA World Cup qualification,Lima,Peru,FALSE
2022-02-01,Syria,South Korea,0,2,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
2022-02-01,Uruguay,Venezuela,4,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
2022-02-02,Burkina Faso,Senegal,1,3,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-02-02,El Salvador,Canada,0,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
2022-02-02,Mexico,Panama,1,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2022-02-02,United States,Honduras,3,0,FIFA World Cup qualification,Saint Paul,United States,FALSE
2022-02-03,Cameroon,Egypt,0,0,African Cup of Nations,Yaoundé,Cameroon,FALSE
2022-02-06,Senegal,Egypt,0,0,African Cup of Nations,Yaoundé,Cameroon,TRUE
2022-03-18,Iraq,Zambia,3,1,Friendly,Baghdad,Iraq,FALSE
2022-03-18,Papua New Guinea,New Zealand,0,1,FIFA World Cup qualification,Doha,Qatar,TRUE
2022-03-21,New Zealand,Fiji,4,0,FIFA World Cup qualification,Doha,Qatar,TRUE
2022-03-23,Guadeloupe,Cape Verde,0,2,Friendly,Orléans,France,TRUE
2022-03-24,Australia,Japan,0,2,FIFA World Cup qualification,Sydney,Australia,FALSE
2022-03-24,Brazil,Chile,4,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,FALSE
2022-03-24,China,Saudi Arabia,1,1,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE
2022-03-24,Colombia,Bolivia,3,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
2022-03-24,Costa Rica,Canada,1,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
2022-03-24,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,TRUE
2022-03-24,Mexico,United States,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2022-03-24,New Zealand,New Caledonia,7,1,FIFA World Cup qualification,Doha,Qatar,TRUE
2022-03-24,Panama,Honduras,1,1,FIFA World Cup qualification,Panama City,Panama,FALSE
2022-03-24,Paraguay,Ecuador,3,1,FIFA World Cup qualification,Ciudad del Este,Paraguay,FALSE
2022-03-24,Portugal,Turkey,3,1,FIFA World Cup qualification,Porto,Portugal,FALSE
2022-03-24,Scotland,Poland,1,1,Friendly,Glasgow,Scotland,FALSE
2022-03-24,South Korea,Iran,2,0,FIFA World Cup qualification,Seoul,South Korea,FALSE
2022-03-24,Sweden,Czech Republic,1,0,FIFA World Cup qualification,Stockholm,Sweden,FALSE
2022-03-24,Uruguay,Peru,1,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
2022-03-24,Wales,Austria,2,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
2022-03-25,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
2022-03-25,Bosnia and Herzegovina,Georgia,0,1,Friendly,Zenica,Bosnia and Herzegovina,FALSE
2022-03-25,Cameroon,Algeria,0,1,FIFA World Cup qualification,Douala,Cameroon,FALSE
2022-03-25,Cape Verde,Liechtenstein,6,0,Friendly,San Pedro del Pinatar,Spain,TRUE
2022-03-25,DR Congo,Morocco,1,1,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
2022-03-25,Egypt,Senegal,1,0,FIFA World Cup qualification,Cairo,Egypt,FALSE
2022-03-25,France,Ivory Coast,2,1,Friendly,Marseille,France,FALSE
2022-03-25,Ghana,Nigeria,0,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
2022-03-25,Mali,Tunisia,0,1,FIFA World Cup qualification,Bamako,Mali,FALSE
2022-03-25,Norway,Slovakia,2,0,Friendly,Oslo,Norway,FALSE
2022-03-25,South Africa,Guinea,0,0,Friendly,Kortrijk,Belgium,TRUE
2022-03-25,Uzbekistan,Kyrgyzstan,3,1,Navruz Cup,Namangan,Uzbekistan,FALSE
2022-03-26,Croatia,Slovenia,1,1,Friendly,Al Rayyan,Qatar,TRUE
2022-03-26,England,Switzerland,2,1,Friendly,London,England,FALSE
2022-03-26,Germany,Israel,2,0,Friendly,Sinsheim,Germany,FALSE
2022-03-26,Netherlands,Denmark,4,2,Friendly,Amsterdam,Netherlands,FALSE
2022-03-26,Qatar,Bulgaria,2,1,Friendly,Al Rayyan,Qatar,FALSE
2022-03-26,Republic of Ireland,Belgium,2,2,Friendly,Dublin,Republic of Ireland,FALSE
2022-03-26,Spain,Albania,2,1,Friendly,Barcelona,Spain,FALSE
2022-03-27,Canada,Jamaica,4,0,FIFA World Cup qualification,Toronto,Canada,FALSE
2022-03-27,Guatemala,Haiti,2,1,Friendly,Fort Lauderdale,United States,TRUE
2022-03-27,Honduras,Mexico,0,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
2022-03-27,New Zealand,Tahiti,1,0,FIFA World Cup qualification,Doha,Qatar,TRUE
2022-03-27,United States,Panama,5,1,FIFA World Cup qualification,Orlando,United States,FALSE
2022-03-28,Cape Verde,San Marino,2,0,Friendly,San Pedro del Pinatar,Spain,TRUE
2022-03-29,Algeria,Cameroon,1,2,FIFA World Cup qualification,Blida,Algeria,FALSE
2022-03-29,Austria,Scotland,2,2,Friendly,Vienna,Austria,FALSE
2022-03-29,Belgium,Burkina Faso,3,0,Friendly,Anderlecht,Belgium,FALSE
2022-03-29,Bolivia,Brazil,0,4,FIFA World Cup qualification,La Paz,Bolivia,FALSE
2022-03-29,Bosnia and Herzegovina,Luxembourg,1,0,Friendly,Zenica,Bosnia and Herzegovina,FALSE
2022-03-29,Chile,Uruguay,0,2,FIFA World Cup qualification,Santiago,Chile,FALSE
2022-03-29,Croatia,Bulgaria,2,1,Friendly,Al Rayyan,Qatar,TRUE
2022-03-29,Ecuador,Argentina,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,FALSE
2022-03-29,England,Ivory Coast,3,0,Friendly,London,England,FALSE
2022-03-29,France,South Africa,5,0,Friendly,Villeneuve D'Ascq,Algeria,TRUE
2022-03-29,Iran,Lebanon,2,0,FIFA World Cup qualification,Mashhad,Iran,FALSE
2022-03-29,Japan,Vietnam,1,1,FIFA World Cup qualification,Saitama,Japan,FALSE
2022-03-29,Morocco,DR Congo,4,1,FIFA World Cup qualification,Casablanca,Morocco,FALSE
2022-03-29,Netherlands,Germany,1,1,Friendly,Amsterdam,Netherlands,FALSE
2022-03-29,Nigeria,Ghana,1,1,FIFA World Cup qualification,Abuja,Nigeria,FALSE
2022-03-29,Norway,Armenia,9,0,Friendly,Oslo,Norway,FALSE
2022-03-29,Peru,Paraguay,2,0,FIFA World Cup qualification,Lima,Peru,FALSE
2022-03-29,Poland,Sweden,2,0,FIFA World Cup qualification,Chorzów,Poland,FALSE
2022-03-29,Portugal,North Macedonia,2,0,FIFA World Cup qualification,Porto,Portugal,FALSE
2022-03-29,Qatar,Slovenia,0,0,Friendly,Al Rayyan,Qatar,FALSE
2022-03-29,Saudi Arabia,Australia,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
2022-03-29,Senegal,Egypt,1,0,FIFA World Cup qualification,Diamniadio,Senegal,FALSE
2022-03-29,Spain,Iceland,5,0,Friendly,La Coruña,Spain,FALSE
2022-03-29,Switzerland,Kosovo,1,1,Friendly,Zürich,Switzerland,FALSE
2022-03-29,Syria,Iraq,1,1,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
2022-03-29,Tunisia,Mali,0,0,FIFA World Cup qualification,Tunis,Tunisia,FALSE
2022-03-29,Turkey,Italy,2,3,Friendly,Konya,Turkey,FALSE
2022-03-29,United Arab Emirates,South Korea,1,0,FIFA World Cup qualification,Dubai,United Arab Emirates,FALSE
2022-03-29,Uzbekistan,Uganda,4,2,Navruz Cup,Namangan,Uzbekistan,FALSE
2022-03-29,Venezuela,Colombia,0,1,FIFA World Cup qualification,Guayana,Venezuela,FALSE
2022-03-29,Wales,Czech Republic,1,1,Friendly,Cardiff,Wales,FALSE
2022-03-30,Costa Rica,United States,2,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
2022-03-30,Mexico,El Salvador,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2022-03-30,Panama,Canada,1,0,FIFA World Cup qualification,Panama City,Panama,FALSE
2022-03-30,Solomon Islands,New Zealand,0,5,FIFA World Cup qualification,Doha,Qatar,TRUE
2022-04-27,Mexico,Guatemala,0,0,Friendly,Orlando,United States,TRUE
2022-05-28,India,Jordan,0,2,Friendly,Doha,Qatar,TRUE
2022-05-28,Mexico,Nigeria,2,1,Friendly,Arlington,United States,TRUE
2022-06-01,Australia,Jordan,2,1,Friendly,Al Wakrah,Qatar,TRUE
2022-06-01,Ghana,Madagascar,3,0,African Cup of Nations qualification,Cape Coast,Ghana,FALSE
2022-06-01,Italy,Argentina,0,3,CONMEBOL–UEFA Cup of Champions,Paris,France,TRUE
2022-06-01,Scotland,Ukraine,1,3,FIFA World Cup qualification,Glasgow,Scotland,FALSE
2022-06-01,United States,Morocco,3,0,Friendly,Cincinnati,United States,FALSE
2022-06-02,Czech Republic,Switzerland,2,1,UEFA Nations League,Prague,Czech Republic,FALSE
2022-06-02,Ecuador,Nigeria,1,0,Friendly,Harrison,United States,TRUE
2022-06-02,Japan,Paraguay,4,1,Friendly,Sapporo,Japan,FALSE
2022-06-02,Mexico,Uruguay,0,3,Friendly,Glendale,United States,TRUE
2022-06-02,Panama,Costa Rica,2,0,CONCACAF Nations League,Panama City,Panama,FALSE
2022-06-02,Serbia,Norway,0,1,UEFA Nations League,Belgrade,Serbia,FALSE
2022-06-02,Slovenia,Sweden,0,2,UEFA Nations League,Ljubljana,Slovenia,FALSE
2022-06-02,South Korea,Brazil,1,5,Friendly,Seoul,South Korea,FALSE
2022-06-02,Spain,Portugal,1,1,UEFA Nations League,Seville,Spain,FALSE
2022-06-02,Tunisia,Equatorial Guinea,4,0,African Cup of Nations qualification,Radès,Tunisia,FALSE
2022-06-03,Belgium,Netherlands,1,4,UEFA Nations League,Brussels,Belgium,FALSE
2022-06-03,Burkina Faso,Cape Verde,2,0,African Cup of Nations qualification,Marrakech,Morocco,TRUE
2022-06-03,Croatia,Austria,0,3,UEFA Nations League,Osijek,Croatia,FALSE
2022-06-03,Curaçao,Honduras,0,1,CONCACAF Nations League,Willemstad,Curaçao,FALSE
2022-06-03,France,Denmark,1,2,UEFA Nations League,Paris,France,FALSE
2022-06-03,Ivory Coast,Zambia,3,1,African Cup of Nations qualification,Yamoussoukro,Ivory Coast,FALSE
2022-06-04,Algeria,Uganda,2,0,African Cup of Nations qualification,Algiers,Algeria,FALSE
2022-06-04,Bermuda,Haiti,0,0,CONCACAF Nations League,Devonshire Parish,Bermuda,FALSE
2022-06-04,DR Congo,Gabon,0,1,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE
2022-06-04,Finland,Bosnia and Herzegovina,1,1,UEFA Nations League,Helsinki,Finland,FALSE
2022-06-04,Hungary,England,1,0,UEFA Nations League,Budapest,Hungary,FALSE
2022-06-04,Italy,Germany,1,1,UEFA Nations League,Bologna,Italy,FALSE
2022-06-04,Senegal,Benin,3,1,African Cup of Nations qualification,Diamniadio,Senegal,FALSE
2022-06-04,Turkey,Faroe Islands,4,0,UEFA Nations League,Istanbul,Turkey,FALSE
2022-06-05,Argentina,Estonia,5,0,Friendly,Pamplona,Spain,TRUE
2022-06-05,Botswana,Tunisia,0,0,African Cup of Nations qualification,Francistown,Botswana,FALSE
2022-06-05,Central African Republic,Ghana,1,1,African Cup of Nations qualification,Luanda,Angola,TRUE
2022-06-05,Czech Republic,Spain,2,2,UEFA Nations League,Prague,Czech Republic,FALSE
2022-06-05,Egypt,Guinea,1,0,African Cup of Nations qualification,Cairo,Egypt,FALSE
2022-06-05,Mexico,Ecuador,0,0,Friendly,Chicago,United States,TRUE
2022-06-05,Peru,New Zealand,1,0,Friendly,Barcelona,Spain,TRUE
2022-06-05,Portugal,Switzerland,4,0,UEFA Nations League,Lisbon,Portugal,FALSE
2022-06-05,Saudi Arabia,Colombia,0,1,Friendly,Murcia,Spain,TRUE
2022-06-05,Sweden,Norway,1,2,UEFA Nations League,Stockholm,Sweden,FALSE
2022-06-05,United States,Uruguay,0,0,Friendly,Kansas City,United States,FALSE
2022-06-06,Austria,Denmark,1,2,UEFA Nations League,Vienna,Austria,FALSE
2022-06-06,Croatia,France,1,1,UEFA Nations League,Split,Croatia,FALSE
2022-06-06,Honduras,Curaçao,1,2,CONCACAF Nations League,San Pedro Sula,Honduras,FALSE
2022-06-06,Japan,Brazil,0,1,Friendly,Tokyo,Japan,FALSE
2022-06-06,South Korea,Chile,2,0,Friendly,Daejeon,South Korea,FALSE
2022-06-07,Bosnia and Herzegovina,Romania,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
2022-06-07,Cape Verde,Togo,2,0,African Cup of Nations qualification,Marrakech,Morocco,TRUE
2022-06-07,Germany,England,1,1,UEFA Nations League,Munich,Germany,FALSE
2022-06-07,Haiti,Montserrat,3,2,CONCACAF Nations League,Santo Domingo,Dominican Republic,TRUE
2022-06-07,Lithuania,Turkey,0,6,UEFA Nations League,Vilnius,Lithuania,FALSE
2022-06-07,Senegal,Rwanda,1,0,African Cup of Nations qualification,Diamniadio,Senegal,FALSE
2022-06-07,United Arab Emirates,Australia,1,2,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
2022-06-08,Belgium,Poland,6,1,UEFA Nations League,Brussels,Belgium,FALSE
2022-06-08,Jordan,Nepal,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
2022-06-08,Scotland,Armenia,2,0,UEFA Nations League,Glasgow,Scotland,FALSE
2022-06-08,Sudan,DR Congo,2,1,African Cup of Nations qualification,Omdurman,Sudan,FALSE
2022-06-08,Tanzania,Algeria,0,2,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
2022-06-08,Uzbekistan,Sri Lanka,3,0,AFC Asian Cup qualification,Namangan,Uzbekistan,FALSE
2022-06-08,Wales,Netherlands,1,2,UEFA Nations League,Cardiff,Wales,FALSE
2022-06-09,Canada,Curaçao,4,0,CONCACAF Nations League,Vancouver,Canada,FALSE
2022-06-09,Ethiopia,Egypt,2,0,African Cup of Nations qualification,Lilongwe,Malawi,TRUE
2022-06-09,Lesotho,Ivory Coast,0,0,African Cup of Nations qualification,Soweto,South Africa,TRUE
2022-06-09,Morocco,South Africa,2,1,African Cup of Nations qualification,Rabat,Morocco,FALSE
2022-06-09,New Zealand,Oman,0,0,Friendly,Al Rayyan,Qatar,TRUE
2022-06-09,Norway,Slovenia,0,0,UEFA Nations League,Oslo,Norway,FALSE
2022-06-09,Panama,Martinique,5,0,CONCACAF Nations League,Panama City,Panama,FALSE
2022-06-09,Portugal,Czech Republic,2,0,UEFA Nations League,Lisbon,Portugal,FALSE
2022-06-09,Saudi Arabia,Venezuela,0,1,Friendly,Murcia,Spain,TRUE
2022-06-09,Sweden,Serbia,0,1,UEFA Nations League,Stockholm,Sweden,FALSE
2022-06-09,Switzerland,Spain,0,1,UEFA Nations League,Geneva,Switzerland,FALSE
2022-06-10,Austria,France,1,1,UEFA Nations League,Vienna,Austria,FALSE
2022-06-10,Chile,Tunisia,0,2,Kirin Cup,Kobe,Japan,TRUE
2022-06-10,Denmark,Croatia,0,1,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-06-10,Japan,Ghana,4,1,Kirin Cup,Kobe,Japan,FALSE
2022-06-10,South Korea,Paraguay,2,2,Friendly,Suwon,South Korea,FALSE
2022-06-10,United States,Grenada,5,0,CONCACAF Nations League,Austin,United States,FALSE
2022-06-11,Ecuador,Cape Verde,1,0,Friendly,Fort Lauderdale,United States,TRUE
2022-06-11,England,Italy,0,0,UEFA Nations League,Wolverhampton,England,FALSE
2022-06-11,Guyana,Haiti,2,6,CONCACAF Nations League,Leonora,Guyana,FALSE
2022-06-11,Hungary,Germany,1,1,UEFA Nations League,Budapest,Hungary,FALSE
2022-06-11,Indonesia,Jordan,0,1,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE
2022-06-11,Luxembourg,Turkey,0,2,UEFA Nations League,Luxembourg,Luxembourg,FALSE
2022-06-11,Mexico,Suriname,3,0,CONCACAF Nations League,Torreón,Mexico,FALSE
2022-06-11,Montenegro,Bosnia and Herzegovina,1,1,UEFA Nations League,Podgorica,Montenegro,FALSE
2022-06-11,Netherlands,Poland,2,2,UEFA Nations League,Rotterdam,Netherlands,FALSE
2022-06-11,Republic of Ireland,Scotland,3,0,UEFA Nations League,Dublin,Republic of Ireland,FALSE
2022-06-11,Uruguay,Panama,5,0,Friendly,Montevideo,Uruguay,FALSE
2022-06-11,Uzbekistan,Maldives,4,0,AFC Asian Cup qualification,Namangan,Uzbekistan,FALSE
2022-06-11,Wales,Belgium,1,1,UEFA Nations League,Cardiff,Wales,FALSE
2022-06-12,Iran,Algeria,1,2,Friendly,Doha,Qatar,TRUE
2022-06-12,Martinique,Panama,0,0,CONCACAF Nations League,Fort-de-France,Martinique,FALSE
2022-06-12,Norway,Sweden,3,2,UEFA Nations League,Oslo,Norway,FALSE
2022-06-12,Spain,Czech Republic,2,0,UEFA Nations League,Málaga,Spain,FALSE
2022-06-12,Switzerland,Portugal,1,0,UEFA Nations League,Geneva,Switzerland,FALSE
2022-06-13,Australia,Peru,0,0,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
2022-06-13,Denmark,Austria,2,0,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-06-13,France,Croatia,0,1,UEFA Nations League,Paris,France,FALSE
2022-06-13,Honduras,Canada,2,1,CONCACAF Nations League,San Pedro Sula,Honduras,FALSE
2022-06-13,Morocco,Liberia,2,0,African Cup of Nations qualification,Casablanca,Morocco,FALSE
2022-06-14,Armenia,Scotland,1,4,UEFA Nations League,Yerevan,Armenia,FALSE
2022-06-14,Bosnia and Herzegovina,Finland,3,2,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
2022-06-14,Chile,Ghana,0,0,Kirin Cup,Suita,Japan,TRUE
2022-06-14,Costa Rica,New Zealand,1,0,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
2022-06-14,El Salvador,United States,1,1,CONCACAF Nations League,San Salvador,El Salvador,FALSE
2022-06-14,England,Hungary,0,4,UEFA Nations League,Wolverhampton,England,FALSE
2022-06-14,Germany,Italy,5,2,UEFA Nations League,Mönchengladbach,Germany,FALSE
2022-06-14,Haiti,Guyana,6,0,CONCACAF Nations League,Santo Domingo,Dominican Republic,TRUE
2022-06-14,Jamaica,Mexico,1,1,CONCACAF Nations League,Kingston,Jamaica,FALSE
2022-06-14,Japan,Tunisia,0,3,Kirin Cup,Suita,Japan,FALSE
2022-06-14,Kuwait,Jordan,0,3,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
2022-06-14,Netherlands,Wales,3,2,UEFA Nations League,Rotterdam,Netherlands,FALSE
2022-06-14,Poland,Belgium,0,1,UEFA Nations League,Warsaw,Poland,FALSE
2022-06-14,South Korea,Egypt,4,1,Friendly,Seoul,South Korea,FALSE
2022-06-14,Turkey,Lithuania,2,0,UEFA Nations League,İzmir,Turkey,FALSE
2022-06-14,Uzbekistan,Thailand,2,0,AFC Asian Cup qualification,Namangan,Uzbekistan,FALSE
2022-07-13,Senegal,Eswatini,1,1,COSAFA Cup,KwaMashu,South Africa,TRUE
2022-07-13,South Africa,Mozambique,0,0,COSAFA Cup,KwaMashu,South Africa,FALSE
2022-07-15,South Africa,Madagascar,2,1,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,FALSE
2022-07-15,Zambia,Senegal,4,3,COSAFA Cup,Durban,South Africa,TRUE
2022-07-17,Mozambique,Senegal,1,1,COSAFA Cup,Moses Mabhida Stadium,South Africa,TRUE
2022-07-17,South Africa,Botswana,2,1,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,FALSE
2022-07-19,Japan,Hong Kong,6,0,EAFF Championship,Kashima,Japan,FALSE
2022-07-20,China,South Korea,0,3,EAFF Championship,Toyota,Japan,TRUE
2022-07-24,Japan,China,0,0,EAFF Championship,Toyota,Japan,FALSE
2022-07-24,South Korea,Hong Kong,3,0,EAFF Championship,Toyota,Japan,TRUE
2022-07-27,Japan,South Korea,3,0,EAFF Championship,Toyota,Japan,FALSE
2022-08-31,Mexico,Paraguay,0,1,Friendly,Atlanta,United States,TRUE
2022-09-21,Scotland,Ukraine,3,0,UEFA Nations League,Glasgow,Scotland,FALSE
2022-09-22,Australia,New Zealand,1,0,Friendly,Brisbane,Australia,FALSE
2022-09-22,Belgium,Wales,2,1,UEFA Nations League,Brussels,Belgium,FALSE
2022-09-22,Comoros,Tunisia,0,1,Friendly,Orléans,France,TRUE
2022-09-22,Croatia,Denmark,2,1,UEFA Nations League,Zagreb,Croatia,FALSE
2022-09-22,France,Austria,2,0,UEFA Nations League,Paris,France,FALSE
2022-09-22,Poland,Netherlands,0,2,UEFA Nations League,Warsaw,Poland,FALSE
2022-09-22,Turkey,Luxembourg,3,3,UEFA Nations League,Istanbul,Turkey,FALSE
2022-09-23,Algeria,Guinea,1,0,Friendly,Oran,Algeria,FALSE
2022-09-23,Argentina,Honduras,3,0,Friendly,Miami Gardens,United States,TRUE
2022-09-23,Bahrain,Cape Verde,1,2,Friendly,Riffa,Bahrain,FALSE
2022-09-23,Bosnia and Herzegovina,Montenegro,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
2022-09-23,Brazil,Ghana,3,0,Friendly,Le Havre,France,TRUE
2022-09-23,Cameroon,Uzbekistan,0,2,Friendly,Goyang,South Korea,TRUE
2022-09-23,Canada,Qatar,2,0,Friendly,Vienna,Austria,TRUE
2022-09-23,DR Congo,Burkina Faso,0,1,Friendly,Casablanca,Morocco,TRUE
2022-09-23,Egypt,Niger,3,0,Friendly,Alexandria,Egypt,FALSE
2022-09-23,Germany,Hungary,0,1,UEFA Nations League,Leipzig,Germany,FALSE
2022-09-23,Iran,Uruguay,1,0,Friendly,Sankt Pölten,Austria,TRUE
2022-09-23,Iraq,Oman,1,1,Jordan International Tournament,Amman,Jordan,TRUE
2022-09-23,Italy,England,1,0,UEFA Nations League,Milan,Italy,FALSE
2022-09-23,Japan,United States,2,0,Kirin Challenge Cup,Düsseldorf,Germany,TRUE
2022-09-23,Jordan,Syria,2,0,Jordan International Tournament,Amman,Jordan,FALSE
2022-09-23,Morocco,Chile,2,0,Friendly,Barcelona,Spain,TRUE
2022-09-23,Paraguay,United Arab Emirates,1,0,Friendly,Wiener Neustadt,Austria,TRUE
2022-09-23,Saudi Arabia,Ecuador,0,0,Friendly,Murcia,Spain,TRUE
2022-09-23,South Korea,Costa Rica,2,2,Friendly,Goyang,South Korea,FALSE
2022-09-24,Bolivia,Senegal,0,2,Friendly,Orléans,France,TRUE
2022-09-24,Colombia,Guatemala,4,1,Friendly,Harrison,United States,TRUE
2022-09-24,Czech Republic,Portugal,0,4,UEFA Nations League,Prague,Czech Republic,FALSE
2022-09-24,Indonesia,Curaçao,3,2,Friendly,Bandung,Indonesia,FALSE
2022-09-24,Ivory Coast,Togo,2,1,Friendly,Rouen,France,TRUE
2022-09-24,Mexico,Peru,1,0,Friendly,Pasadena,United States,TRUE
2022-09-24,Scotland,Republic of Ireland,2,1,UEFA Nations League,Glasgow,Scotland,FALSE
2022-09-24,Serbia,Sweden,4,1,UEFA Nations League,Belgrade,Serbia,FALSE
2022-09-24,Slovenia,Norway,2,1,UEFA Nations League,Ljubljana,Slovenia,FALSE
2022-09-24,South Africa,Sierra Leone,4,0,Friendly,Johannesburg,South Africa,FALSE
2022-09-24,Spain,Switzerland,1,2,UEFA Nations League,Zaragoza,Spain,FALSE
2022-09-25,Austria,Croatia,1,3,UEFA Nations League,Vienna,Austria,FALSE
2022-09-25,Denmark,France,2,0,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-09-25,Faroe Islands,Turkey,2,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
2022-09-25,Netherlands,Belgium,1,0,UEFA Nations League,Amsterdam,Netherlands,FALSE
2022-09-25,New Zealand,Australia,0,2,Friendly,Auckland,New Zealand,FALSE
2022-09-26,England,Germany,3,3,UEFA Nations League,London,England,FALSE
2022-09-26,Iraq,Syria,1,0,Jordan International Tournament,Amman,Jordan,TRUE
2022-09-26,Jordan,Oman,1,0,Jordan International Tournament,Amman,Jordan,FALSE
2022-09-26,Romania,Bosnia and Herzegovina,4,1,UEFA Nations League,Bucharest,Romania,FALSE
2022-09-27,Algeria,Nigeria,2,1,Friendly,Oran,Algeria,FALSE
2022-09-27,Argentina,Jamaica,3,0,Friendly,Harrison,United States,TRUE
2022-09-27,Bahrain,Panama,0,2,Friendly,Riffa,Bahrain,FALSE
2022-09-27,Brazil,Tunisia,5,1,Friendly,Paris,France,TRUE
2022-09-27,Canada,Uruguay,0,2,Friendly,Bratislava,Slovakia,TRUE
2022-09-27,Costa Rica,Uzbekistan,2,1,Friendly,Suwon,South Korea,TRUE
2022-09-27,DR Congo,Sierra Leone,3,0,Friendly,Casablanca,Morocco,TRUE
2022-09-27,Ecuador,Japan,0,0,Kirin Challenge Cup,Düsseldorf,Germany,TRUE
2022-09-27,Egypt,Liberia,3,0,Friendly,Alexandria,Egypt,FALSE
2022-09-27,Ghana,Nicaragua,1,0,Friendly,Lorca,Spain,TRUE
2022-09-27,Indonesia,Curaçao,2,1,Friendly,Cibinong,Indonesia,FALSE
2022-09-27,Iran,Senegal,1,1,Friendly,Maria Enzersdorf,Austria,TRUE
2022-09-27,Ivory Coast,Guinea,3,1,Friendly,Amiens,France,TRUE
2022-09-27,Mexico,Colombia,2,3,Friendly,Santa Clara,United States,TRUE
2022-09-27,Norway,Serbia,0,2,UEFA Nations League,Oslo,Norway,FALSE
2022-09-27,Paraguay,Morocco,0,0,Friendly,Seville,Spain,TRUE
2022-09-27,Portugal,Spain,0,1,UEFA Nations League,Braga,Portugal,FALSE
2022-09-27,Qatar,Chile,2,2,Friendly,Vienna,Austria,TRUE
2022-09-27,Saudi Arabia,United States,0,0,Friendly,Murcia,Spain,TRUE
2022-09-27,South Africa,Botswana,1,0,Friendly,Johannesburg,South Africa,FALSE
2022-09-27,South Korea,Cameroon,1,0,Friendly,Seoul,South Korea,FALSE
2022-09-27,Sweden,Slovenia,1,1,UEFA Nations League,Stockholm,Sweden,FALSE
2022-09-27,Switzerland,Czech Republic,2,1,UEFA Nations League,St. Gallen,Switzerland,FALSE
2022-09-27,Ukraine,Scotland,0,0,UEFA Nations League,Kraków,Poland,TRUE
2022-10-22,Saudi Arabia,North Macedonia,1,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-10-23,Qatar,Guatemala,2,0,Friendly,Málaga,Spain,TRUE
